Def,State,Word
encircle,v,ဝန္းရံသည္။ ဝိုင္းထားသည္။ ဝိုင္းပတ္သည္။
encl,abbr,ENCLOSED; ENCLOSURE
enclave,n,အျခားေသာ နယ္ေျမ၊ လူစုအလယ္တြင္ ေရာက္ေနေသာ နယ္ေျမ၊ လူစုကေလး။
enclose,v,စာအိတ္ထဲ၊ ပါဆယ္ထဲ ထည့္သည္။ ပူးတြဲထည့္သည္။ တံတိုင္းကာသည္။ ျခံခတ္သည္။ မွန္ေသတၱာထဲထည့္ထားေသာ ျပခန္းပစၥည္း။ ပတ္ရံသည္။ ပတ္ကာသည္။
enclosed,adj,အျပင္ေလာကႏွင့္ အဆက္အဆံကင္းေသာ။
enclosure,n,ျခံ။ ဝင္း။ ျခံခတ္ျခင္း။ ဝင္းခတ္ျခင္း။ စာႏွင့္အတူ ပူးတြဲ ေပးပို႔ေသာအရာ။
encode,v,စာဝွက္ျဖင့္ေရးသည္။ (computing) ေလယာဥ္ခရီးစဥ္ႏွင့္ ပတ္သက္ေသာ အခ်က္အလက္မ်ားကို သံလိုက္သေကၤတမ်ားအျဖစ္ ေလယာဥ္ေပၚတက္ခြင့္လက္မွတ္တြင္ျဖည့္သြင္း ထားသည္။
encompass,v,အက်ဳံးဝင္ေစသည္။ ငံုမိျခံဳမိ သည္။ ဝန္းပတ္သည္။ လႊမ္းျခံဳသည္။
encore,interj,(ပြဲေတာင္းစကား)။ ဝမ္းစမိုး။
encore,n,ပြဲေတာင္းျခင္း။
encounter,v,(အသစ္၊ အဆန္းတၾကယ္၊ အခက္အခဲ စသည္ႏွင့္) ေတြ႔ထိသည္၊ ပက္ပင္းၾကံဳသည္၊ နဖူးေတြ႔ ဒူးေတြ႔ ေတြ႔သည္။ မေမွ်ာ္လင့္ ဘဲ ဆံုေတြ႔သည္၊ ၾကံဳႀကိဳက္သည္။
encounter,n,ေတြ႕ဆံုျခင္း။ ဆံုစည္းျခင္း။ ရင္ဆိုင္တိုက္ပြဲ။
encourage,v,အားေပးသည္။  အားတက္ေစသည္။ တိုက္တြန္းသည္။ အားေပးအားေျမႇာက္ျပဳသည္။
encouragement,n,အားေပးတိုက္တြန္းျခင္း။ အားေပးမႈ။
encouraging,adj,အားေပးတိုက္တြန္းေသာ။
encouragingly,adv,အားေပးတိုက္တြန္းစြာ။
encroach,v,က်ဴးေက်ာ္သည္။ ထိပါးသည္။ ခ်င္းနင္းသည္။
encroachment,n,ပိုင္နက္ က်ဴးလြန္ျခင္း။ ဝင္ေရာက္စြက္ဖက္ျခင္း။ ထိပါးျခင္း။ ခ်င္းနင္းျခင္း။
encrustation,abbr,INCRUSTATION
encrusted,adj,ဖံုးထား၊ အုပ္ထား၊ မံထားေသာ။
encumber,v,ဝန္ပိသည္။ ဝန္ထုပ္ဝန္ပိုးျဖစ္သည္။
encumbrance,n,(fml) [ဥ] ဝန္ထုပ္ဝန္ပိုး။
encrusted,adj,ဖံုးထား၊ အုပ္ထား၊ မံထားေသာ။
encumber,v,ဝန္ပိသည္။ ဝန္ထုပ္ဝန္ပိုးျဖစ္သည္။
encumbrance,n,ဝန္ထုပ္ဝန္ပိုး။
encyclical,n,ပုပ္ရဟန္းမင္းႀကီးက ဘရင္ဂ်ီဂိုဏ္းခ်ဳပ္ ဘုန္းေတာ္ႀကီးမ်ားထံ ျဖန္႔ေဝစာ။
encyclopedia,n,စြယ္စံုက်မ္း။
encyclopedic,adj,(စြယ္စံုက်မ္းတမွ်) ဗဟုသုတ ႏံွ႔စပ္စံုလင္ေသာ။
end,n,အစြန္ဆံုး။ အဆံုး။ အစြန္း။ အဖ်ား။ အဆံုး။ အဆံုး ပိုင္း။ အဆံုးသတ္။ နိဂံုး။ အၾကြင္းအက်န္။ အတို။ အပိုင္း အစ။ (ရည္ရြယ္ခ်က္) ပန္းတိုင္။ (အသင္းတစ္ဖက္ဖက္ ေနရာယူကစားရာ) ကစားကြင္းဘက္ျခမ္း။ (လုပ္ငန္း) အပိုင္းက႑။ (usu sing) တယ္လီဖုန္းလိုင္း၏ အျခားတစ္ဖက္။
end,v,အၿပီးသတ္သည္။ အဆံုးသတ္သည္။ ဆံုးသည္။
at the end of,idm,ကုန္ခန္းသည္။
at the end of the day,idm,အားလံုးျခံဳငံုၿပီး စဥ္းစားလိုက္ေသာ္။
at  the end of one's tether,idm,စိတ္ကုန္သြားလ်က္။ ေျခကုန္
at the end of one's rope,idm,စိတ္ကုန္သြားလ်က္။ ေျခကုန္
be the end,idm,ေတာ္ပါၿပီ။ ဒါ ေနာက္ဆံုးပဲ။
come to a bad,idm,သူ႔စရိတ္ႏွင့္ သူ သြားလိမ့္မယ္။
sticky end,idm,သူ႔စရိတ္ႏွင့္ သူ သြားလိမ့္မယ္။
end one's days,idm,ေခါင္းခ်သည္။ ဘဝနိဂံုးခ်ဳပ္သည္။
end one's life,idm,ေခါင္းခ်သည္။ ဘဝနိဂံုးခ်ဳပ္သည္။
end in,phrv,အဆံုးသတ္သည္။ နိဂံုးခ်ဳပ္သည္။ ၿပီးဆံုးသည္။
ending,n,(ပံုျပင္၊ ႐ုပ္ရွင္၊ ျပဇာတ္စသည္၏)  ဇာတ္သိမ္း၊ နိဂံုး။
an end in itself,idm,ခပ္ေပါ့ေပါ့သေဘာထား လုပ္ရာက တကယ္အတည္ျဖစ္ေသာ အရာ။
end it all,idm,(ကိုယ့္ကိုယ္ကိုယ္) အဆံုးစီရင္သည္။
end one's life,idm,(ကိုယ့္ကိုယ္ကိုယ္) အဆံုးစီရင္သည္။
the end justifies the means,idm,(saying) ဘယ္နည္းပဲသံုးသံုး ေအာင္ျမင္မႈသာ ပဓာန။
the end of the line,idm,(infml) လမ္းဆံုးၿပီ။ ဤဘဝ ဤမွ်သာ။
the end of the road,idm,(infml) လမ္းဆံုးၿပီ။ ဤဘဝ ဤမွ်သာ။
not the end of the world,idm,(infml) ကမၻာပ်က္တဲ့ ကိစၥမဟုတ္။
end on,idm,(ယာဥ္) ေနာက္ကဝင္တိုက္သည္။ အလ်ားလိုက္ ထုတ္သည္။
end-product,n,ေနာက္ဆံုးအဆင့္ထြက္လာေသာ ပစၥည္း။
end result,n,ေနာက္ဆံုးထြက္လာေသာအေျဖ။ ရလဒ္။
the ends of the earth,idm,ေရေျမဆံုးတိုင္။ ကမၻာကုန္က်ယ္သေရြ႔။
end to end,idm,အစြန္းခ်င္းေတ့လ်က္။
end up,phrv,ဇာတ္သိမ္းသည္။ အဆံုးသတ္သည္။ ၿပီးဆံုးသည္။
end-user,n,တကယ္သံုးမည့္သူ
in the end,idm,ေနာက္ဆံုးတြင္။ ေနာက္ဆံုးေတာ့။ နိဂံုးခ်ဳပ္လိုက္ေတာ့။ အဆံုးမွာေတာ့။
keep one's end up,idm,Brit infml) ဘာႀကီးျဖစ္ေနေန ေပ်ာ္ေပ်ာ္ပဲ။ ေပ်ာ္ေပ်ာ္ေနေသခဲ။
make (both) ends meet,idm,ဝင္ေငြႏွင့္ထြက္ေငြ မွ်တသည္။ အလ်ဥ္မီသည္။
no end,idm,(infml) အတိုင္းမသိ။
no end of,idm,(infml) မၿပီးႏိုင္မဆံုးႏိုင္။
on end,idm,ေထာင္လ်က္။ စိုက္ေထာင္လ်က္။ ဆက္တိုက္။ မရပ္မနား။ ေတာက္ေလွ်ာက္။
put an end to one's life,idm,(ကိုယ့္ ကိုယ္ကိုယ္) အဆံုးစီရင္သည္။
put an end to one's life oneself,idm,(ကိုယ့္ ကိုယ္ကိုယ္) အဆံုးစီရင္သည္။
put an end to one's it all,idm,(ကိုယ့္ ကိုယ္ကိုယ္) အဆံုးစီရင္သည္။
put an end,idm,ဟန္႔တားသည္။ အဆံုးသတ္ေစသည္။
endanger,v,အႏာၱရာယ္ျဖစ္ေစသည္။ ေဘးသင့္သည္။
endear,v,(fml) ခ်စ္ခင္ေစသည္။ အေစးကပ္ေစသည္။
endearing,adj,ခ်စ္စရာေကာင္းေသာ။ ခ်စ္စဖြယ္။
endearingly,adv,ခ်စ္ခ်င္စဖြယ္။
endearment,n,အခ်စ္အၾကင္နာစကား။
endeavour,n,ႀကိဳးပမ္း အားထုတ္မႈ။
endeavour,v,(fml) ႀကိဳးပမ္းသည္။ အားထုတ္သည္။
endemic,adj,(တိုင္းျပည္၊ ေဒသ၊ လူစုအလိုက္) ျဖစ္ပြားေလ့ရွိေသာ၊ ေတြ႔ရေလ့ရွိေသာ။
endive,n,အရြက္ကို အစိမ္းစားရေသာ အပင္တစ္မ်ဳိး။ (US) = CHICORY
endless,adj,မဆံုးႏိုင္ေသာ။ အဆံုးမရွိေသာ။  အေတာ မသတ္ႏိုင္ေသာ။
endlessly,adv,မၿပီးႏိုင္မဆံုးႏိုင္။ အေတာမသတ္။
endorse,v,အတည္ျပဳေပးသည္။ ေထာက္ခံခ်က္ ေပး သည္။ (လက္ေတြ႔သံုးစဲြၿပီး ေကာင္းေၾကာင္း) ေထာက္ခံ ေၾကာ္ျငာေပးသည္။ ခ်က္ လက္မွတ္ ေနာက္ေက်ာတြင္ မွန္ကန္ေၾကာင္း လက္မွတ္ထိုးသည္။ (Brit) ယာဥ္ေမာင္းလိုင္စင္တြင္ ျပစ္ခ်က္မ်ား ေရးသြင္းသည္။
endorsement,n,ေထာက္ခံခ်က္။ ေရးသြင္းခ်က္။
endow,v,ေငြ၊ ပစၥည္း ေထာက္ပံ့ လွဴဒါန္းသည္။ ေငြပေဒသာပင္ စိုက္ထူေပးသည္။ (အရည္အေသြး၊ အစြမ္းအစ၊ အသြင္လကၡဏာစသည္) ျပည့္စံု (ေစ)သည္။ အပ္ႏွင္းသည္။
endowment,n,ေထာက္ပံ့လွဴဒါန္းျခင္း။ ပံ့ပိုးမႈ။ ေငြပေဒသာပင္ စိုက္ထူျခင္း။ ပင္ကိုအရည္အခ်င္း။ ပါရမီ။
endowment mortgage,n,ဆက္ခံခြင့္ပါသည့္ အသက္အာမခံ ေပၚလစီသို႔ သြင္းေငြမွ အေပါင္ေခ်းေငြကို ျပန္ဆပ္သည့္စနစ္။
endowment  policy,n,အသက္အာမခံ ေပၚလစီ။
endurance,n,သည္းခံႏိုင္ရည္။ ခံႏိုင္ရည္။
endure,v,ၾကံ့ၾကံ့ခံသည္။ သည္းခံသည္။ ေတာင့္ခံသည္။ (အထူးသျဖင့္ ျငင္းပယ္ဝါက်၌ သံုးသည္။) သည္းညည္းခံသည္။ ေအာင့္ခံသည္။ ၾကာရွည္ခံ သည္။ အဓြန္႔ရွည္စြာ တည္တံ့သည္။ ခိုင္ျမဲသည္။
cowman,n,ႏြားႏို႕ညစ္သူ။
enduring,adj,ၾကာရွည္ခံေသာ။ အဓြန္႔ရွည္စြာ တည္တံ့ေသာ။ ခိုင္ျမဲေသာ။
enema,n,ဝမ္းခ်ဴျခင္း။
enemy,n,ရန္သူ။ ရန္ဘက္။ မ်က္မုန္းက်ဳိး ခံရသူ။ (စစ္အတြင္း) ရန္သူ႔တပ္။ ရန္သူ႔ တပ္သား။ အဟန္႔အတား။ ဆူးေျငာင့္ခလုတ္။ ရန္သူ။
espresso,n,(က်ဳိက္က်ဳိက္ဆူေသာ ေရေႏြးကို ေကာ္ဖီမႈန္႔တြင္ ဖိအားျဖင့္ ျဖတ္သန္းရယူေသာ) ေကာ္ဖီၾကမ္းခါးခါး။ ယင္းတစ္ခြက္။
entitle,v,(usu passive) ေခါင္းစဥ္တပ္သည္။ အမည္တပ္သည္။ အခြင့္ရွိသည္။
entitlement,n,ခံစားပိုင္ခြင့္။
entity,n,အေဆာက္အအံု။ ထင္ထင္ရွားရွား သီးျခား ရပ္တည္ ေနေသာအရာ။ မ်က္ျမင္ထင္ရွား ျဖစ္တည္ ေနေသာ အရာ။
entomb,v,ေျမျမႇဳပ္သည္။ ဂူသြင္း သည္။
entomology,n,ပိုးမႊားေဗဒ။ ကိမိလေဗဒ။
entomologist,n,ကိမိလေဗဒပညာရွင္။
entourage,n,အေျခြအရံ။  ေနာက္ပါ အသင္း အပင္း။
entrails,n,ကလီစာ (အထူးသျဖင့္ အူ)။
entrance,n,ဝင္ေပါက္။ ဝင္လမ္း။ တံခါး။ (into/onto sth) ဝင္လာျခင္း။ ဝင္ေရာက္ျခင္း။ ေပၚထြက္လာျခင္း။ (to sth) ဝင္ခြင့္။
entrance,v,(usu passive) မွင္တက္မိ သည္။ ညႇဳိ႔ဓာတ္မိသည္။
entrancing,adj,မွင္တက္မိ ေသာ။ ညႇဳိ႔ဓာတ္မိေသာ။
entrant,n,ပါဝင္ယွဥ္ၿပိဳင္သူ။ (to sth) (အလုပ္၊ ေက်ာင္း စသည္သို႔) ဝင္သူ။
entrap,v,ပိတ္ေလွာင္သည္။ ပိတ္မိသည္။ (into doing sth) အမိဖမ္းခံရသည္။ ေထာင္ဖမ္းသည္။
entrapment,n,(fml) ေထာင္ေခ်ာက္ဆင္ ဖမ္းျခင္း၊ ဖမ္းပံု။ (law) အကြက္ဆင္ဖမ္းျခင္း။
entreat,v,အႏူးအညြတ္ေတာင္းပန္သည္။ ေတာင္းပန္ တိုးလွ်ဳိး သည္။
entreaty,n,အသနားခံျခင္း။ ေတာင္းပန္ တိုးလွ်ဳိးမႈ။
entrée,n,ဝင္ရန္ အခြင့္ အလမ္း။ ဝင္ခြင့္။ ခမ္းႀကီးနားႀကီး ညစာစားပြဲ၌ ငါးဟင္းပဲြႏွင့္အသားဟင္းၾကားတည္ခင္းေသာ ဟင္းပြဲ။ အဓိကဟင္းပြဲ။
entrench,v,ခိုင္မာစြာ အျမစ္တြယ္ေနသည္။ ကတုတ္က်င္းျဖင့္ အကာအကြယ္ယူသည္။
entrenchment,n,ခိုင္မာစြာ အျမစ္တြယ္ေနမႈ၊ တြယ္ေနေသာ အေျခအေန။ ကတုတ္က်င္းျဖင့္ အကာ အကြယ္ယူျခင္း။
entrepreneur,n,စီးပြားေရး၌စြန္႔စားသူ။ စီးပြားေရး လုပ္ငန္းရွင္။ စီးပြားေရးစြမ္းေဆာင္ရွင္။
entrepreneurship,n,စီးပြားေရး၌စြန္႔စားလိုစိတ္။
entrust,v,စီးပြားေရး၌စြန္႔စားလိုစိတ္။
entry,n,ဝင္လာျခင္း။ အဝင္။ ဝင္ခြင့္။ ဝင္ေပါက္။ အဝင္လမ္း။ အဝင္စၾကႍ။ (Brit) အေဆာက္အအံုမ်ားၾကား လမ္းက်ဥ္း။ ေရးသြင္းခ်က္။ ၿပိဳင္ပြဲဝင္ (သူ၊ ပစၥည္း)။ ယွဥ္ၿပိဳင္ခြင့္။ ဝင္ေရာက္ ယွဥ္ၿပိဳင္ျခင္း။ ၿပိဳင္ပြဲဝင္စာရင္း။
Entryphone,n,အေဆာက္အအံု အဝရွိ အတြင္းသို႔ ဆက္သြယ္ရန္တယ္လီဖုန္း။
entwine,v,က်စ္သည္။ ခ်ိတ္တဲြသည္။ ရစ္ပတ္သည္။
enumerate,v,တစ္ခုခ်င္း စာရင္း တင္သည္။ ေရတြက္သည္။
enumeration,n,သ႐ုပ္ (…ပါး)။
enunciate,v,ျပတ္ျပတ္သားသား ပီပီသသ ရြတ္သည္၊ ေျပာသည္။ (fml) (အေတြးအေခၚ၊ သေဘာတရားစသည္ကို) ရွင္းလင္းျပတ္သားစြာ ေဖာ္ထုတ္သည္။
enunciation,n,ျပတ္ျပတ္သားသား ပီပီသသ ရြတ္ျခင္း။ ရွင္းလင္းျပတ္သားစြာ ေဖာ္ျပျခင္း။
envelop,v,ျခံဳသည္။ ႐ံုသည္။ ပတ္ရံသည္။
envelope,n,စာအိတ္။
enviable,adj,မနာလိုစရာေကာင္းေသာ။ အားက်စရာ ေကာင္းေသာ။
enviably,adv,မနာလိုစရာေကာင္းစြာ။ အားက်စရာ ေကာင္းစြာ။
envious,adj,မနာလိုျဖစ္ေသာ။ အားက်ေသာ။
environment,n,ပတ္ဝန္းက်င္။
the environment,sidmng,ပတ္ဝန္းက်င္။ သဘာဝဝန္းက်င္။
environmental,adj,သဘာဝ ပတ္ဝန္းက်င္။ ပတ္ဝန္းက်င္။ ပတ္ဝန္းက်င္။
environmentalist,n,ပတ္ဝန္းက်င္ ထိန္းသိမ္းကာကြယ္ေရးဆိုင္ရာပုဂၢဳိလ္။
environmentally,adv,ပတ္ဝန္းက်င္ ထိန္းသိမ္းကာကြယ္ေသာ။
environs,n,ဝန္းက်င္ေဒသ။
envisage,v,မွန္း ၾကည့္သည္။ ေတြးၾကည့္သည္။ ေမွ်ာ္မွန္းသည္။
envoy,n,သံ။ တမန္။
envy,n,မနာလိုမႈ။ ဣႆာမစၦရိယ။
the envy,sidmng,အားက် စရာ။ မနာလိုစရာ။
envied,v,အားက်သည္။ မနာလို။ မ႐ႈဆိတ္။
enzyme,n,(ခႏၶာအတြင္း၌ အစာေျခ၊ ခ်က္မႈ စသည့္ လုပ္ငန္းမ်ားအတြက္ သက္ရွိကလာပ္စည္း တခ်ဳိ႔က ထုတ္ေပးသည့္) ဓာတ္ေျပာင္းအကူျဒပ္။ အင္ဇိုင္း။ (ဆပ္ျပာ၊ ခြၽတ္ေဆး စသည္အျဖစ္သံုးရန္ ဓာတုနည္းျဖင့္ ထုတ္လုပ္ ေသာ) ဓာတ္ေျပာင္းအကူျဒပ္မ်ဳိး။
eon,abbr,AEON ။ ကမၻာ။ ကပ္ကမၻာ။ (အလြန္ရွည္လ်ားေသာ ကာလ)။
epaulette,n,(ယူနီေဖာင္း ဝတ္စံုတြင္ ဆင္ယင္ရန္) ေရႊခ်ည္ပန္းဖြားပါ ပခံုးေဒါက္။
epaulet,n,(ယူနီေဖာင္း ဝတ္စံုတြင္ ဆင္ယင္ရန္) ေရႊခ်ည္ပန္းဖြားပါ ပခံုးေဒါက္။
ephemera,n,ေပၚပင္ပစၥည္း။
ephemeral,adj,ေပၚပင္။ ခဏပန္း။
epic,n,ထင္ရွားေက်ာ္ၾကားသူမ်ားအေၾကာင္း ဖြဲ႔ဆို ေသာ ကဗ်ာရွည္။ သံပိုင္းေမာ္ကြန္း။ ရဲစိတ္ရဲမာန္ႏွင့္ သည္းထိတ္ရင္ဖို စြန္႔စားခန္းမ်ား ပါေသာ ႐ုပ္ရွင္၊ ဝတၳဳ စသည္။ (infml or joc) ေမာ္ကြန္းတင္ ေလာက္ပါေပေသာ၊ ခက္ခဲရွည္ၾကာလွေသာ အလုပ္။
epic,adj,ခ်ီးက်ဴးမွတ္တမ္းတင္ထိုက္ေသာ။ ႀကီးမားေသာ။
epicentre,n,ငလ်င္ဗဟိုခ်က္။ ဗဟို။ အလယ္ခ်က္မ။
epicenter,n,ငလ်င္ဗဟိုခ်က္။ ဗဟို။ အလယ္ခ်က္မ။
epicure,n,အစားေကာင္းအေသာက္ေကာင္းကိုမွ ႀကိဳက္သူ။
epicurean,adj,စားေကာင္းေသာက္ဖြယ္ အလွ်ံပယ္ ျဖစ္ေသာ။
epidemic,n,ကူးစက္ေရာဂါ။ ကပ္ေရာဂါ။ ျပန္႔ပြားမႈ။
epidemic,adj,အကူးအစက္ျမန္ေသာ။ ပ်ံ႔ႏွံ႔ေနေသာ။
epidemiology,n,ကူးစက္ေရာဂါ ပ်ံ႔ပြား ျခင္းႏွင့္ ကာကြယ္ျခင္းဆိုင္ရာ ပညာရပ္။
epidemiological,adj,ကူးစက္ေရာဂါ ပ်ံ႔ပြား ျခင္းႏွင့္ ကာကြယ္ျခင္းႏွင့္ဆိုင္ေသာ။
epidemiologist,n,ကူးစက္ေရာဂါ ပ်ံ႔ပြား ျခင္းႏွင့္ ကာကြယ္ျခင္းႏွင့္ဆိုင္ေသာသူ။
epidermis,n,(anatomy) အေရျပား အေပၚယံလႊာ။
epidural,n,medical) ခါးေအာက္ပိုင္းထံုရန္ ေက်ာေအာက္ဘက္၌ ထိုးေသာ ထံုေဆး။
epiglottis,n,(anatomy) (မ်ဳိခ်သည့္အစာႏွင့္ ေရ အဆုတ္တြင္းသို႔ မဝင္ေစရန္ ပိတ္ရေသာ) လွ်ာေနာက္ပိုင္း အသားမွ်င္။ အသံအိုးဖံုး။

epigram,n,ဟာသေျမာက္ေသာ ကဗ်ာတို၊ စာတိုစာစ။
epigrammatic,adj,တိုတိုႏွင့္ ဟာသ ေျမာက္ေသာ။
epigraph,n,ကမၸည္းစာ။ (စာအုပ္၊ က်မ္းအစ၌ ေရးထားေသာ) ေရွးဦးစကား။
epilepsy,n,ဝက္႐ူးျပန္ေရာဂါ။ ဝက္႐ူးနာ။
epileptic,adj,ဝက္႐ူးျပန္။
epileptic,n,ဝက္႐ူးျပန္သူ။
epilogue,n,နိဂံုး။
Epiphany,n,ခရစ္ေတာ္ကေလးထံ Magi တို႔ လာေရာက္ ေသာ အထိမ္းအမွတ္အျဖစ္ ဇန္နဝါရီ (၆)ရက္တြင္ က်င္းပ ေသာ ပဲြေတာ္။
episcopal,adj,(religion)  ဘရင္ဂ်ီဂိုဏ္းအုပ္ ဘုန္းေတာ္ႀကီးႏွင့္ဆိုင္ေသာ။ ၄င္းအုပ္ခ်ဳပ္ေသာ။
episcopalian,adj,(religion)  ဘရင္ဂ်ီဂိုဏ္းအုပ္ ဘုန္းေတာ္ႀကီးႏွင့္ဆိုင္ေသာ။ ၄င္းအုပ္ခ်ဳပ္ေသာ။
episcopalian,n,ဘရင္ဂ်ီဘုရားရွိခိုးေက်ာင္း အသင္းဝင္။
Episcopalian,n,ဘရင္ဂ်ီဘုရားရွိခိုးေက်ာင္း အသင္းဝင္။
episode,n,ျဖစ္ပံု။ ျဖစ္ရပ္။ (ဇာတ္လမ္းတဲြ တစ္ခု အနက္မွ) ဇာတ္ကြက္တစ္ကြက္။ ဇာတ္ခန္းတစ္ခန္း။
episodic,adj,ျဖစ္စဥ္ပံုစံ။ တစ္ခါတစ္ခါ ျဖစ္ေပၚေသာ။
epistle,n,usu joc) ေပးစာ။ Epistle (Bible) သမၼာက်မ္း သစ္တြင္ပါေသာ တမန္ေတာ္ တစ္ပါးပါး၏ေဟာစာ။
epistolary,adj,(fml) ေပးစာဟန္။
epitaph,n,သခ်ၤဳ ိင္းစာ။
epithet,n,ဂုဏ္ပုဒ္။ ဝိေသသပုဒ္။
epitome,n,စံနမူနာ။ (ျမင္ကြင္းက်ယ္တစ္ရပ္လံုး၏) သ႐ုပ္သကန္။
epitomize,v,စံနမူနာျဖစ္သည္။
epitomise,v,စံနမူနာျဖစ္သည္။
epoch,n,ေခတ္္။
epoch-making,adj,တစ္ေခတ္ ဆန္းသစ္ ေစေသာ။ သမိုင္းက႑သစ္ဖြင့္လိုက္ေသာ။
excitement,n,စိတ္လႈပ္ရွားျခင္း။ စိတ္လႈပ္ရွား ေပ်ာ္ရႊင္မႈ။ စိတ္ ဝင္စားစရာ။ စိတ္လႈပ္ရွားဖြယ္။
Esq,abbr,ကို နာမည္ေရွ႔တြင္ ထားသည့္နည္းတူ ကို ေနာက္မွထားေသာ ယဥ္ေက်းသည့္အသံုးအႏႈန္း)။
-esque,suff,ဟန္ရွိေသာ။ ပံု ေပါက္ေသာ။
-ess,suff,(ဣတၳိလိင္ျပေနာက္ဆက္)။ မ။
essay,n,စာစီစာကံုး။ စာတမ္းတို။ ႀကိဳးပမ္းမႈ။ အားထုတ္မႈ။
essayist,n,(အထူးသျဖင့္) စာတမ္းရွင္။
essence,n,အႏွစ္သာရ။ အခ်ဳပ္။ အဆီအႏွစ္။ အဆီ။
of the essence,idm,အဓိက။ ပဓာန။
essential,adj,မုခ်လိုအပ္ ။ ပဓာနက်။ အေျခခံ သေဘာသဘာဝ (ျဖစ္ေသာ)။
essential,n,အေျခခံလိုအပ္ခ်က္။
essentially,adv,အေျခခံအားျဖင့္။
essential oil,n,(ေရေမႊးသံုး) ရနံ႔အဆီ။
-est,suff,အသာလြန္ဆံုး နာမဝိေသသနျပ ေနာက္ဆက္)။ ဆံုး။
establish,v,တည္ေထာင္သည္။ ထူေထာင္သည္။ အေနက်သည္။ အေျခက်သည္။ အေျခခိုင္သည္။ ျမဲျမံသည္။ အခိုင္အမာ သက္ေသထူသည္။ သက္ေသျပသည္။
established,adj,အေျခခိုင္ေနေသာ။
establishment,n,ထူေထာင္ျခင္း။ တည္ေထာင္ျခင္း။ အဖြဲ႔အစည္း။ ဌာန။ အေဆာက္အအံု။ ၾသဇာရွိ ေရွး႐ိုးဝါဒီ။
estate,n,(ေက်းလက္ပိုင္းရွိ ကိုယ္ပိုင္) ျခံဝင္း။ ပရဝုဏ္။ နယ္ေျမ။ အိမ္ရာေျမကြက္။ စက္မႈေျမကြက္။ အေမြဥစၥာ။
estate agent,n,အိမ္ရာေျမအက်ဳိးေဆာင္။
estate car,n,စေတရွင္ဝက္ဂြန္ (ကား)။
esteem,n,အထင္ႀကီးသည္။ ျမတ္ႏိုးေလးစားသည္။ တန္ဖိုးထားသည္။ မွတ္ယူသည္။
estimate,n,ခန္႔မွန္းေျခ။ ထင္ျမင္ခ်က္။ ဆံုးျဖတ္ခ်က္။ ခန္႔မွန္း ကုန္က်မည့္ေငြ။ အၾကမ္းဖ်င္းခန္႔မွန္းသည္။ မွန္းၾကည့္ သည္။
estimation,n,ထင္ျမင္ယူဆခ်က္။ အျမင္။
estrange,v,ခပ္တန္းတန္းျဖစ္သြားသည္။ ခပ္ခြာခြာ ျဖစ္သည္။
estranged,adj,(လင္မယား) ခြာျပဲ ေနေသာ။ ကဲြေနေသာ။ ခပ္တန္းတန္းျဖစ္သြားေသာ။
estuary,n,ျမစ္ဝ။
et al,abbr,(အမည္ေနာက္၌သံုးေသာစကား)။ ႏွင့္ အျခား သူမ်ား၊ အရာမ်ား။
et cetera,abbr,စသည္။ စသည္ျဖင့္။
etch,v,အေရးအေၾကာင္းျခစ္၍ (သို႔) အေရးအေၾကာင္းတြင္ ငရဲမီးျဖင့္ စား၍ပံုေဖာ္သည္။ သတၱဳျပားေပၚတြင္ ငရဲမီးျဖင့္စား၍ ပံုေဖာ္သည္။
etching,n,ယင္းသို႔ ပံုေဖာ္ေသာ အတတ္ပညာ။ ထြင္းထားေသာ သတၱဳျပားျဖင့္ ႐ိုက္ႏွိပ္ထားသည့္စာ၊ ႐ုပ္ပံု။
eternal,adj,အဆံုးအစမရွိေသာ။ အဆံုးမရွိေသာ။ ထာဝရ။ အဆံုးမသတ္ႏိုင္ေသာ။ အေတာ မသတ္။
eternally,adv,ထာဝရ။ ထာဝစဥ္။ အျမဲ။
eternal triangle,n,သံုးပြင့္ဆိုင္အခ်စ္ (ဇာတ္လမ္း)။
eternal verity,n,အေျခခံကိုယ္က်င့္တရား။ အေျခခံလူ႔က်င့္ဝတ္။
eternity,n,အဆံုးမရွိေသာကာလ၊ အဓြန္႔။ ထာဝရ။ (ထာဝရျမဲတည္ေသာ) တမလြန္ဘဝ။ တမလြန္ သံသရာ။ (အခ်ိန္) ကေမၻကမၻာ။ တစ္ကမၻာ။
ether,n,အီသာ။ အရက္ျပန္မွထုတ္သည့္ အေရာင္မဲ့ ေဆးရည္။ (ေဖ်ာ္ေဆး၊ ေမ့ေဆး၊ ထံုေဆးအျဖစ္ သံုးသည္။) ေလထု။
ethereal,adj,အလြန္ သိမ္ေမြ႔ႏူးညံ့ေသာ။
ethic,n,လူ႔က်င့္ဝတ္။ ကိုယ္က်င့္သိကၡာ။ က်င့္ဝတ္တရား။ ကိုယ္က်င့္တရား။ ကိုယ္က်င့္တရားဆိုင္ရာ ပညာ။
ethical,adj,လူ႔က်င့္ဝတ္ႏွင့္ဆိုင္ေသာ။ လူ႔က်င့္ဝတ္ႏွင့္ ကိုက္ညီေသာ။
